Geneid	H2O	Y173	Y299	Y550	Y594
Millet_GLEAN_10020333	3118	8530	7014	4755	10909
Millet_GLEAN_10020334	1674	2075	2212	2692	2513
Millet_GLEAN_10020335	758	1022	1058	840	1243
Millet_GLEAN_10020336	532	1332	1277	879	1688
Millet_GLEAN_10020337	0	0	0	0	0
Millet_GLEAN_10020338	2	7	4	0	0
Millet_GLEAN_10020339	0	0	0	0	0
Millet_GLEAN_10020340	5230	9739	13161	4083	16099
Millet_GLEAN_10020341	66	182	216	166	189
Millet_GLEAN_10020342	153	385	395	134	485
Millet_GLEAN_10020343	1719	3753	3200	1999	3814
Millet_GLEAN_10020344	7350	18498	24005	6598	32047
Millet_GLEAN_10020345	0	6	0	0	5
Millet_GLEAN_10020346	776	1741	1703	1126	2376
Millet_GLEAN_10020347	164	220	440	258	451
Millet_GLEAN_10020348	614	1105	1874	1443	2071
Millet_GLEAN_10020349	300	690	686	260	1098
Millet_GLEAN_10020350	17	24	22	12	0
Millet_GLEAN_10020351	2	0	0	4	0
Millet_GLEAN_10020352	20	24	20	22	54
Millet_GLEAN_10020353	10	10	0	0	0
Millet_GLEAN_10020354	0	0	0	34	0
Millet_GLEAN_10020355	0	0	0	6	2
Millet_GLEAN_10020356	4	28	37	26	50
Millet_GLEAN_10020357	6	16	0	6	26
Millet_GLEAN_10020358	0	0	0	0	0
Millet_GLEAN_10020359	0	0	0	0	0
Millet_GLEAN_10020360	147	377	321	208	499
Millet_GLEAN_10020361	375	283	571	1290	579
Millet_GLEAN_10020362	183	516	482	184	491
Millet_GLEAN_10020363	522	1174	1331	581	1611
Millet_GLEAN_10020364	215	474	429	361	460
Millet_GLEAN_10020365	8532	20245	22274	9357	27257
Millet_GLEAN_10020366	0	0	0	0	0
Millet_GLEAN_10020367	0	0	0	0	0
Millet_GLEAN_10027116	0	0	0	0	0
Millet_GLEAN_10027115	0	0	0	0	0
Millet_GLEAN_10027114	1162	2652	2532	1677	3945
Millet_GLEAN_10027113	35	64	78	36	149
Millet_GLEAN_10027112	78	185	184	158	212
Millet_GLEAN_10027111	1255	2391	2694	1455	3180
Millet_GLEAN_10027110	0	0	8	0	0
Millet_GLEAN_10027109	6	6	10	0	18
Millet_GLEAN_10027108	0	0	0	0	3
Millet_GLEAN_10027107	0	31	20	1	31
Millet_GLEAN_10027106	0	0	0	0	8
Millet_GLEAN_10027105	1220	3007	3235	1822	4102
Millet_GLEAN_10027104	330	957	615	610	935
Millet_GLEAN_10027103	0	0	0	0	0
Millet_GLEAN_10027102	1688	3511	2992	1694	5795
Millet_GLEAN_10027101	3063	8242	6950	3171	9823
Millet_GLEAN_10027100	435	885	1108	925	1467
Millet_GLEAN_10027099	409	631	584	526	1481
Millet_GLEAN_10027098	38	60	37	16	70
Millet_GLEAN_10027097	220	411	377	202	747
Millet_GLEAN_10027096	1844	5172	4895	2779	6352
Millet_GLEAN_10027095	0	0	0	0	0
Millet_GLEAN_10027094	657	1359	1644	877	2077
Millet_GLEAN_10027093	93	127	120	89	199
Millet_GLEAN_10027092	407	292	173	101	116
Millet_GLEAN_10027091	395	918	891	475	977
Millet_GLEAN_10027090	2506	6026	5508	3300	6416
Millet_GLEAN_10027089	2419	6189	5719	3210	7321
Millet_GLEAN_10027088	5066	9396	10020	5331	11196
Millet_GLEAN_10027087	399	906	884	661	1063
Millet_GLEAN_10027086	247	734	667	339	1117
Millet_GLEAN_10027085	0	16	16	14	10
Millet_GLEAN_10027084	464	993	1040	800	1956
Millet_GLEAN_10027083	7949	21043	18501	11391	28656
Millet_GLEAN_10027082	9	22	4	4	19
Millet_GLEAN_10027081	5446	13211	12018	7130	17301
Millet_GLEAN_10027080	273	510	439	293	541
Millet_GLEAN_10027079	37	121	100	60	205
Millet_GLEAN_10027077	3298	8393	7112	4029	9015
Millet_GLEAN_10027078	214	420	355	202	418
Millet_GLEAN_10027076	0	0	4	0	0
Millet_GLEAN_10027075	368	1211	1004	640	1498
Millet_GLEAN_10027074	0	0	0	0	0
Millet_GLEAN_10027073	185	299	279	260	476
Millet_GLEAN_10027072	2263	3240	3210	2248	4106
Millet_GLEAN_10027071	2166	3886	3660	2489	5571
Millet_GLEAN_10027070	235	598	479	252	628
Millet_GLEAN_10027069	75	294	252	75	327
Millet_GLEAN_10027068	1597	4427	4573	1757	5599
Millet_GLEAN_10027067	598	1414	1619	897	1581
Millet_GLEAN_10027066	214	530	422	322	825
Millet_GLEAN_10027065	0	0	0	0	0
Millet_GLEAN_10027064	0	16	15	3	8
Millet_GLEAN_10027063	0	0	1	0	0
Millet_GLEAN_10027062	680	1497	1693	853	2349
Millet_GLEAN_10027061	0	0	0	0	1
Millet_GLEAN_10027060	0	0	0	0	2
Millet_GLEAN_10027059	2967	6635	5848	3620	7505
Millet_GLEAN_10027058	268	854	957	422	1264
Millet_GLEAN_10027057	2082	6660	5427	2215	7114
Millet_GLEAN_10027056	0	0	0	0	0
Millet_GLEAN_10027055	0	0	0	0	1
Millet_GLEAN_10027054	547	1066	935	598	1556
Millet_GLEAN_10027052	90	154	130	61	225
Millet_GLEAN_10027053	692	2990	2450	949	4625
Millet_GLEAN_10027051	1016	2718	2859	1451	5593
Millet_GLEAN_10027050	756	1916	2588	790	3465
Millet_GLEAN_10027049	1271	2227	2611	1899	4709
Millet_GLEAN_10027048	4	29	12	10	0
Millet_GLEAN_10027047	0	16	5	4	9
Millet_GLEAN_10027046	0	4	0	0	2
Millet_GLEAN_10027045	0	0	0	0	0
Millet_GLEAN_10027044	0	0	0	0	0
Millet_GLEAN_10027043	8270	16924	16514	10313	21484
Millet_GLEAN_10027042	1905	3110	2460	1869	3611
Millet_GLEAN_10027041	1	26	22	11	8
Millet_GLEAN_10027040	270	839	637	464	966
Millet_GLEAN_10027039	147	458	385	204	486
Millet_GLEAN_10027038	1473	3894	3755	1853	5042
Millet_GLEAN_10027037	1775	4039	4031	1805	7365
Millet_GLEAN_10027036	32	92	87	30	184
Millet_GLEAN_10027035	153	240	247	256	304
Millet_GLEAN_10027034	828	1738	1829	830	2177
Millet_GLEAN_10027033	0	0	0	0	4
Millet_GLEAN_10027032	0	0	0	0	4
Millet_GLEAN_10027031	0	6	1	9	12
Millet_GLEAN_10027030	980	1753	1742	1386	2242
Millet_GLEAN_10027029	28	19	27	6	56
Millet_GLEAN_10027028	10579	22425	23262	15130	25786
Millet_GLEAN_10027027	4942	106	138	25	71
Millet_GLEAN_10027026	6413	19048	15327	7736	23915
Millet_GLEAN_10027025	6720	17205	14222	6699	34341
Millet_GLEAN_10027024	0	0	0	0	0
Millet_GLEAN_10027023	177	265	433	375	564
Millet_GLEAN_10027022	901	1743	1263	716	2005
Millet_GLEAN_10027021	281	496	699	303	773
Millet_GLEAN_10027020	16	6	2	4	29
Millet_GLEAN_10027019	774	1938	2199	771	2448
Millet_GLEAN_10027018	2783	6249	5093	1637	11810
Millet_GLEAN_10027017	653	1355	1901	1328	2000
Millet_GLEAN_10027016	2	21	10	4	5
Millet_GLEAN_10027015	570	1884	1914	699	2651
Millet_GLEAN_10027014	454	666	866	859	981
Millet_GLEAN_10027013	436	786	672	495	856
Millet_GLEAN_10027012	7708	18308	16465	8371	22971
Millet_GLEAN_10027011	2332	6534	6517	3158	6987
Millet_GLEAN_10027010	0	0	0	0	0
Millet_GLEAN_10027009	371	701	742	393	1037
Millet_GLEAN_10027008	157	280	283	112	380
Millet_GLEAN_10027007	3	8	2	8	18
Millet_GLEAN_10027006	319	766	648	412	829
Millet_GLEAN_10027005	2468	5466	5396	2952	7124
Millet_GLEAN_10027004	36215	67138	60985	52217	92655
Millet_GLEAN_10027003	1592	3961	3731	1970	5402
Millet_GLEAN_10027002	1467	3594	2411	1603	3319
Millet_GLEAN_10027001	557	1186	1071	642	1317
Millet_GLEAN_10027000	6450	13027	11730	8083	14591
Millet_GLEAN_10026999	102	285	324	140	399
Millet_GLEAN_10026998	3066	8135	7263	4579	9362
Millet_GLEAN_10026997	247	707	644	275	803
Millet_GLEAN_10026996	7	6	4	4	7
Millet_GLEAN_10026995	0	4	5	0	6
Millet_GLEAN_10026994	340	913	774	401	1687
Millet_GLEAN_10026993	13	56	40	39	26
Millet_GLEAN_10026992	7988	22795	24409	11489	31626
Millet_GLEAN_10026991	172	319	312	213	299
Millet_GLEAN_10026990	0	0	0	0	0
Millet_GLEAN_10026989	0	0	0	0	0
Millet_GLEAN_10026988	38	47	24	2	36
Millet_GLEAN_10026987	12	16	37	18	91
Millet_GLEAN_10026986	1534	3031	3790	1933	4637
Millet_GLEAN_10026985	1798	3862	4490	2408	6913
Millet_GLEAN_10026984	0	0	0	0	5
Millet_GLEAN_10026983	9998	31800	38582	12715	46241
Millet_GLEAN_10026982	1418	3974	4987	1713	5896
Millet_GLEAN_10026981	14	26	10	6	12
Millet_GLEAN_10026980	482	712	698	614	1114
Millet_GLEAN_10026979	321	567	539	310	884
Millet_GLEAN_10026978	473	773	625	661	818
Millet_GLEAN_10026977	107	195	161	163	372
Millet_GLEAN_10026976	0	0	0	0	0
Millet_GLEAN_10026975	0	0	0	0	0
Millet_GLEAN_10026974	0	0	0	0	0
Millet_GLEAN_10026973	1194	2421	2719	1466	3531
Millet_GLEAN_10026972	2942	5222	4785	2946	5964
Millet_GLEAN_10026971	0	8	14	20	14
Millet_GLEAN_10026970	12	14	12	11	13
Millet_GLEAN_10026969	803	2422	2263	1381	2558
Millet_GLEAN_10026968	430	658	547	609	1438
Millet_GLEAN_10026967	0	4	2	10	0
Millet_GLEAN_10026966	2	30	7	4	20
Millet_GLEAN_10026965	0	0	0	2	0
Millet_GLEAN_10026964	1628	4510	4935	2125	7160
Millet_GLEAN_10026963	836	2216	1828	834	2609
Millet_GLEAN_10026962	840	1864	1906	924	2062
Millet_GLEAN_10026961	0	3	0	0	0
Millet_GLEAN_10026960	2165	4234	3678	2113	5545
Millet_GLEAN_10026959	221	431	286	181	605
Millet_GLEAN_10026958	0	0	0	0	0
Millet_GLEAN_10026957	5823	17262	14456	7078	20436
Millet_GLEAN_10026956	3684	7241	7737	4612	12680
Millet_GLEAN_10026955	702	1745	1766	956	2315
Millet_GLEAN_10026954	10	12	2	14	6
Millet_GLEAN_10026953	403	1093	1045	589	1382
Millet_GLEAN_10026952	666	2366	2149	1253	3208
Millet_GLEAN_10026951	965	1069	1620	1884	1627
Millet_GLEAN_10026950	305	391	500	236	586
Millet_GLEAN_10026949	125	455	318	226	504
Millet_GLEAN_10026948	142	285	203	130	381
Millet_GLEAN_10026947	303	421	521	314	510
Millet_GLEAN_10026946	2	38	4	42	74
Millet_GLEAN_10026945	54	120	147	69	111
Millet_GLEAN_10026944	6970	15858	15058	8493	21231
Millet_GLEAN_10026943	3648	8564	6436	5003	10737
Millet_GLEAN_10026942	1734	2834	2303	2209	3278
Millet_GLEAN_10026941	0	0	1	0	0
Millet_GLEAN_10026940	0	0	0	0	0
Millet_GLEAN_10026939	0	0	2	0	0
Millet_GLEAN_10026938	581	1551	1132	645	2158
Millet_GLEAN_10026937	497	996	1018	553	1284
Millet_GLEAN_10026936	359	850	742	487	1344
Millet_GLEAN_10026935	176	291	202	215	311
Millet_GLEAN_10026934	146	426	295	144	679
Millet_GLEAN_10026933	378	954	882	718	973
Millet_GLEAN_10026932	191	727	698	169	1134
Millet_GLEAN_10026931	6595	15586	12370	7645	28461
Millet_GLEAN_10026930	243	468	396	182	584
Millet_GLEAN_10026929	94	193	249	148	252
Millet_GLEAN_10026928	34	34	24	14	63
Millet_GLEAN_10026927	196	533	477	352	689
Millet_GLEAN_10026926	2033	3988	4043	2546	6678
Millet_GLEAN_10026925	1881	3691	3326	2903	4322
Millet_GLEAN_10026924	89	220	214	117	198
Millet_GLEAN_10026923	448	866	711	678	1049
Millet_GLEAN_10026922	4	0	2	2	6
Millet_GLEAN_10026921	14	18	0	11	17
Millet_GLEAN_10026920	0	0	0	0	1
Millet_GLEAN_10026919	311	682	832	269	1393
Millet_GLEAN_10026918	0	1	0	0	0
Millet_GLEAN_10026917	1251	2930	2774	1795	3290
Millet_GLEAN_10026916	10	13	4	12	18
Millet_GLEAN_10026915	3361	8051	7722	4451	8972
Millet_GLEAN_10026914	121	158	208	170	268
Millet_GLEAN_10026913	1	7	5	4	4
Millet_GLEAN_10026912	10	34	38	30	57
Millet_GLEAN_10005714	1	2	0	0	0
Millet_GLEAN_10005713	8	12	28	12	60
Millet_GLEAN_10005712	34018	49544	71934	41505	87776
Millet_GLEAN_10005711	7877	12993	13046	13032	5848
Millet_GLEAN_10005710	402	433	649	936	843
Millet_GLEAN_10005709	327	224	410	350	1021
Millet_GLEAN_10005708	4	4	11	15	14
Millet_GLEAN_10005707	102951	184768	245915	136778	263480
Millet_GLEAN_10005706	40	36	38	35	28
Millet_GLEAN_10005705	46	69	116	135	145
Millet_GLEAN_10005704	377	553	337	782	438
Millet_GLEAN_10005703	3046	6100	5679	4215	9513
Millet_GLEAN_10005702	165	403	361	239	684
Millet_GLEAN_10005701	25	36	13	26	51
Millet_GLEAN_10005700	7730	21395	20296	8903	32250
Millet_GLEAN_10005699	10	37	5	9	10
Millet_GLEAN_10005698	0	24	12	10	14
Millet_GLEAN_10005697	18	10	20	4	32
Millet_GLEAN_10005696	4095	12497	12342	5468	16544
Millet_GLEAN_10005695	8	24	46	12	58
Millet_GLEAN_10005694	584	1413	1283	1013	1443
Millet_GLEAN_10005693	6116	14255	12222	7133	19171
Millet_GLEAN_10005692	0	0	0	0	0
Millet_GLEAN_10005691	34	90	43	36	71
Millet_GLEAN_10005690	1837	2659	2757	2167	2986
Millet_GLEAN_10005689	73	250	71	409	210
Millet_GLEAN_10005688	836	2067	2118	1137	2610
Millet_GLEAN_10005687	0	0	0	0	0
Millet_GLEAN_10005686	2	0	2	4	5
Millet_GLEAN_10005685	1038	2382	3482	1276	2489
Millet_GLEAN_10005684	2	0	0	0	2
Millet_GLEAN_10005683	656	1558	1803	1122	2818
Millet_GLEAN_10005682	4121	10363	8870	4487	9775
Millet_GLEAN_10005681	1483	4107	3693	1875	4491
Millet_GLEAN_10005680	468	2643	931	3456	1120
Millet_GLEAN_10005679	7	7	4	6	7
Millet_GLEAN_10005678	10	2	6	0	3
Millet_GLEAN_10005677	2869	7414	7281	3430	9902
Millet_GLEAN_10005676	276	542	582	475	772
Millet_GLEAN_10005675	142	265	376	211	455
Millet_GLEAN_10005674	5602	13047	12898	6646	19814
Millet_GLEAN_10010082	958	3709	2681	1599	5302
Millet_GLEAN_10010081	0	0	0	0	0
Millet_GLEAN_10010080	0	0	0	0	0
Millet_GLEAN_10010079	829	1965	1627	1017	2143
Millet_GLEAN_10010078	370	1727	512	229	283
Millet_GLEAN_10010077	37	95	65	31	91
Millet_GLEAN_10010076	986	1685	2058	1429	2383
Millet_GLEAN_10010075	1121	2303	3259	1358	5070
Millet_GLEAN_10010074	859	1571	1691	592	1894
Millet_GLEAN_10010073	0	0	0	0	0
Millet_GLEAN_10010072	4576	11365	11852	5199	16999
Millet_GLEAN_10010071	14	28	19	13	13
Millet_GLEAN_10010070	8156	21656	28217	9460	40523
Millet_GLEAN_10010069	2437	5218	5493	3025	7164
Millet_GLEAN_10010068	769	1599	991	542	2214
Millet_GLEAN_10010067	10	14	3	0	9
Millet_GLEAN_10010066	16	86	53	61	72
Millet_GLEAN_10010065	298	649	729	376	1038
Millet_GLEAN_10010064	1053	2051	1857	1536	2508
Millet_GLEAN_10010063	0	0	0	0	0
Millet_GLEAN_10010062	0	0	0	0	0
Millet_GLEAN_10010061	294	1006	847	428	937
Millet_GLEAN_10010060	198	624	482	302	540
Millet_GLEAN_10010059	90	32	51	6	32
Millet_GLEAN_10010058	0	0	2	0	0
Millet_GLEAN_10010057	0	16	8	4	8
Millet_GLEAN_10010056	200	698	565	319	900
Millet_GLEAN_10010055	53	151	39	60	75
Millet_GLEAN_10010054	1122	4616	2481	729	2040
Millet_GLEAN_10010053	34	165	93	80	167
Millet_GLEAN_10010052	1898	5454	4725	2422	5100
Millet_GLEAN_10010051	1467	3138	3197	1350	3962
Millet_GLEAN_10010050	16	31	8	18	43
Millet_GLEAN_10010049	4172	7961	9727	4944	14117
Millet_GLEAN_10010048	370	1052	1311	629	1919
Millet_GLEAN_10010047	107	192	139	135	248
Millet_GLEAN_10010046	334	872	678	512	1115
Millet_GLEAN_10010045	585	1011	959	404	936
Millet_GLEAN_10010044	275	645	558	311	728
Millet_GLEAN_10010043	190	307	125	148	145
Millet_GLEAN_10010042	65	135	125	70	283
Millet_GLEAN_10010041	408	466	767	595	887
Millet_GLEAN_10010040	50	69	70	76	65
Millet_GLEAN_10010039	242	516	395	354	624
Millet_GLEAN_10010038	97	212	156	133	182
Millet_GLEAN_10010037	2360	3918	2373	2917	2461
Millet_GLEAN_10010036	1087	2901	2464	1708	3278
Millet_GLEAN_10010035	1566	2747	3896	1236	5207
Millet_GLEAN_10010034	1677	3754	4410	1590	5778
Millet_GLEAN_10010033	127	159	156	80	194
Millet_GLEAN_10010032	1205	2850	2669	1787	3303
Millet_GLEAN_10010031	416	591	1018	730	1162
Millet_GLEAN_10010030	2	67	58	49	110
Millet_GLEAN_10010029	242	582	549	478	649
Millet_GLEAN_10010028	302	531	874	577	860
Millet_GLEAN_10010027	23	22	27	34	19
Millet_GLEAN_10010026	813	1663	1569	898	2470
Millet_GLEAN_10010025	435	708	559	744	192
Millet_GLEAN_10010024	0	2	2	0	0
Millet_GLEAN_10010023	0	0	0	0	0
Millet_GLEAN_10010022	732	1329	1320	802	2037
Millet_GLEAN_10010021	3319	4590	4100	3498	7171
Millet_GLEAN_10010020	0	0	0	4	0
Millet_GLEAN_10010019	653	2298	1275	765	1799
Millet_GLEAN_10010018	7635	14761	14843	9262	18509
Millet_GLEAN_10010017	204	272	266	105	395
Millet_GLEAN_10010016	16	46	35	39	59
Millet_GLEAN_10010015	0	0	0	0	0
Millet_GLEAN_10010014	342	815	879	777	1180
Millet_GLEAN_10010013	1382	2349	1862	1348	2996
Millet_GLEAN_10010012	0	0	4	0	4
Millet_GLEAN_10010011	593	1680	1569	786	1956
Millet_GLEAN_10010010	1980	4138	3317	1924	2808
Millet_GLEAN_10010009	1831	3737	2524	2121	2705
Millet_GLEAN_10010008	2	3	9	0	2
Millet_GLEAN_10010007	2353	5471	5459	2714	6643
Millet_GLEAN_10010006	442	1103	973	676	1361
Millet_GLEAN_10010005	2837	7712	7665	4044	9792
Millet_GLEAN_10010004	4488	8385	6817	5262	10428
Millet_GLEAN_10010003	307	566	502	537	624
Millet_GLEAN_10010002	1771	2636	2904	1920	3865
Millet_GLEAN_10010001	259	465	255	294	451
Millet_GLEAN_10010000	766	2166	1605	973	2014
Millet_GLEAN_10009999	5901	14173	13210	8710	19100
Millet_GLEAN_10009998	3027	3300	3334	2743	3826
Millet_GLEAN_10009997	109	270	420	244	560
Millet_GLEAN_10009996	1016	3290	2969	1324	4208
Millet_GLEAN_10009995	4309	9191	6860	7405	10693
Millet_GLEAN_10009994	716	1571	1405	882	1981
Millet_GLEAN_10009993	10	9	9	0	21
Millet_GLEAN_10009992	207	465	411	239	548
Millet_GLEAN_10009991	1039	2339	1985	1507	2644
Millet_GLEAN_10009990	1093	4030	2577	1792	2882
Millet_GLEAN_10009989	8541	17775	15377	9467	21359
Millet_GLEAN_10009988	111	197	155	179	267
Millet_GLEAN_10009987	1823	5477	4699	2490	6815
Millet_GLEAN_10009986	1204	3032	2873	2198	3722
Millet_GLEAN_10025619	11	61	53	36	62
Millet_GLEAN_10025618	0	0	0	0	0
Millet_GLEAN_10025617	0	0	0	0	0
Millet_GLEAN_10025616	0	0	0	0	0
Millet_GLEAN_10025615	0	0	0	0	0
Millet_GLEAN_10025614	204	473	478	352	598
Millet_GLEAN_10025613	1813	3568	3306	2025	4701
Millet_GLEAN_10025612	421	1138	790	627	1301
Millet_GLEAN_10025611	386	876	961	485	988
Millet_GLEAN_10025610	1706	4950	4570	2036	5903
Millet_GLEAN_10025609	520	1134	1073	647	1405
Millet_GLEAN_10025608	505	2060	1294	642	1396
Millet_GLEAN_10025607	1480	2351	2541	1651	2874
Millet_GLEAN_10025606	1860	3381	3561	2710	4076
Millet_GLEAN_10025605	525	1415	676	590	3265
Millet_GLEAN_10025604	0	0	0	0	0
Millet_GLEAN_10025603	1078	1980	1782	1152	2206
Millet_GLEAN_10025602	1449	2382	2660	1449	4155
Millet_GLEAN_10025601	512	1413	1239	636	1853
Millet_GLEAN_10025600	1985	3741	3215	2176	5953
Millet_GLEAN_10025599	833	1392	1487	957	1650
Millet_GLEAN_10025598	1251	2734	2615	1686	3690
Millet_GLEAN_10025597	117	258	150	59	302
Millet_GLEAN_10025596	2430	3932	3312	2849	7933
Millet_GLEAN_10025595	1952	4930	4520	2494	8262
Millet_GLEAN_10025594	608	1701	1474	853	2074
Millet_GLEAN_10025593	284	402	426	307	815
Millet_GLEAN_10025592	0	0	0	0	2
Millet_GLEAN_10025591	0	0	0	0	0
Millet_GLEAN_10025590	2145	4829	4712	2308	6369
Millet_GLEAN_10025589	3592	6212	6048	4086	9242
Millet_GLEAN_10025588	3117	5613	6408	3656	8394
Millet_GLEAN_10025587	315	239	431	137	464
Millet_GLEAN_10025586	4122	9808	8711	4797	12645
Millet_GLEAN_10025585	4055	7967	8255	4020	13341
Millet_GLEAN_10025584	429	919	966	355	1267
Millet_GLEAN_10025583	1247	2544	2179	1303	2892
Millet_GLEAN_10025582	2978	7271	6767	3591	8284
Millet_GLEAN_10025581	41	252	71	36	58
Millet_GLEAN_10025580	649	1576	1172	954	1812
Millet_GLEAN_10025578	150	263	155	238	468
Millet_GLEAN_10025579	0	0	0	0	2
Millet_GLEAN_10025577	0	1	2	4	2
Millet_GLEAN_10025576	89	142	136	95	256
Millet_GLEAN_10025575	1056	2474	2350	1431	3794
Millet_GLEAN_10025574	170	433	419	415	737
Millet_GLEAN_10025573	16	40	28	6	20
Millet_GLEAN_10025572	6032	17569	7862	28827	4235
Millet_GLEAN_10025571	76	418	417	796	326
Millet_GLEAN_10025570	18	23	25	90	2
Millet_GLEAN_10025569	0	0	0	0	0
Millet_GLEAN_10025568	17267	26483	20966	18569	30543
Millet_GLEAN_10025567	15512	30715	12349	8703	10832
Millet_GLEAN_10025566	2501	3563	2912	2440	3811
Millet_GLEAN_10025565	3443	8984	10295	4535	17684
Millet_GLEAN_10025564	74	189	154	92	258
Millet_GLEAN_10025563	405	704	924	335	1044
Millet_GLEAN_10025562	66	162	145	153	208
Millet_GLEAN_10025561	465	1314	1330	687	1647
Millet_GLEAN_10025560	1363	3576	3544	1646	4075
Millet_GLEAN_10025559	60	172	265	94	411
Millet_GLEAN_10025558	1388	3293	3505	1858	4456
Millet_GLEAN_10025557	0	0	0	0	0
Millet_GLEAN_10025556	29	63	71	20	140
Millet_GLEAN_10025555	220	398	389	226	547
Millet_GLEAN_10025554	26	32	51	21	48
Millet_GLEAN_10025553	36	57	25	16	126
Millet_GLEAN_10025552	4	2	27	13	20
Millet_GLEAN_10025551	866	1992	2088	993	3160
Millet_GLEAN_10025550	278	511	544	313	576
Millet_GLEAN_10025549	0	0	0	0	0
Millet_GLEAN_10025548	470	1166	1125	836	1211
Millet_GLEAN_10025547	9	15	6	2	2
Millet_GLEAN_10025546	52	193	128	54	160
Millet_GLEAN_10025545	175	491	311	379	571
Millet_GLEAN_10025544	28	135	133	91	152
Millet_GLEAN_10025543	378	451	461	309	734
Millet_GLEAN_10025542	1558	3125	2877	2314	4509
Millet_GLEAN_10025541	298	757	773	391	1183
Millet_GLEAN_10025540	230	568	514	307	720
Millet_GLEAN_10025539	1556	4182	4239	1945	6004
Millet_GLEAN_10025538	116	379	111	114	16
Millet_GLEAN_10025537	506	642	606	544	1301
Millet_GLEAN_10025536	21402	24813	8544	24461	18240
Millet_GLEAN_10025535	3110	3797	3403	3699	4325
Millet_GLEAN_10025534	6829	18170	13058	8211	14917
Millet_GLEAN_10025533	328	433	341	309	439
Millet_GLEAN_10025532	339	1084	1108	529	1516
Millet_GLEAN_10025531	16	38	36	33	46
Millet_GLEAN_10025530	52	39	22	44	68
Millet_GLEAN_10025529	1872	4563	1645	7977	2646
Millet_GLEAN_10025528	206	410	425	299	636
Millet_GLEAN_10025527	42	104	94	94	135
Millet_GLEAN_10025526	1317	2949	2836	1573	3980
Millet_GLEAN_10025525	15	98	67	117	77
Millet_GLEAN_10025524	2352	6511	5889	2779	7882
Millet_GLEAN_10025523	6033	14856	15043	6094	24361
Millet_GLEAN_10025522	1187	3976	2883	2016	4784
Millet_GLEAN_10025521	0	0	0	0	0
Millet_GLEAN_10025520	0	0	0	0	0
Millet_GLEAN_10025519	37282	76988	75477	39275	100991
Millet_GLEAN_10025518	702	2351	1807	1000	2729
Millet_GLEAN_10025517	4	19	14	15	22
Millet_GLEAN_10025516	8	41	55	20	57
Millet_GLEAN_10025515	565	1065	957	658	1085
Millet_GLEAN_10025514	0	1	2	0	6
Millet_GLEAN_10025513	79	128	133	88	110
Millet_GLEAN_10025512	2806	5794	5803	3179	6414
Millet_GLEAN_10025511	215	463	464	317	565
Millet_GLEAN_10025510	3139	8464	9276	4046	14937
Millet_GLEAN_10025509	94	21	42	18	16
Millet_GLEAN_10025508	128	271	314	132	391
Millet_GLEAN_10025507	0	4	0	0	0
Millet_GLEAN_10025506	1359	3007	2647	1749	3444
Millet_GLEAN_10025505	921	1845	1800	1295	2586
Millet_GLEAN_10025504	712	1529	1366	852	2088
Millet_GLEAN_10025503	53	52	52	30	90
Millet_GLEAN_10025502	2839	5451	4959	2998	6985
Millet_GLEAN_10025501	8	0	0	0	0
Millet_GLEAN_10025499	5362	10973	11699	7084	15364
Millet_GLEAN_10025500	0	0	0	0	2
Millet_GLEAN_10025498	5	0	8	0	0
Millet_GLEAN_10025497	0	1	2	0	1
Millet_GLEAN_10025496	0	0	0	0	0
Millet_GLEAN_10025495	728	2314	2039	1494	2870
Millet_GLEAN_10025494	165	578	490	306	819
Millet_GLEAN_10025493	979	2311	2201	930	3692
Millet_GLEAN_10025492	458	766	1525	596	1474
Millet_GLEAN_10025491	32	73	91	82	108
Millet_GLEAN_10025490	2	0	0	0	0
Millet_GLEAN_10025489	0	0	0	0	0
Millet_GLEAN_10025488	816	2129	1957	989	2303
Millet_GLEAN_10025487	4	0	1	0	5
Millet_GLEAN_10025486	0	0	1	0	3
Millet_GLEAN_10025485	284	1074	1139	519	1369
Millet_GLEAN_10025484	140	311	323	216	500
Millet_GLEAN_10025483	103	174	404	171	297
Millet_GLEAN_10001495	0	5	14	3	13
Millet_GLEAN_10001494	41	182	192	64	178
Millet_GLEAN_10001493	164	381	252	190	380
Millet_GLEAN_10001492	455	1340	989	569	1519
Millet_GLEAN_10001491	6	8	2	0	0
Millet_GLEAN_10001490	6647	14868	10708	6708	13630
Millet_GLEAN_10001489	56612	121265	92753	58332	128346
Millet_GLEAN_10001488	1418	2909	2582	1383	2826
Millet_GLEAN_10001487	5851	13572	11805	7277	14161
Millet_GLEAN_10001486	1	0	4	6	4
Millet_GLEAN_10001485	469	1022	1052	499	1203
Millet_GLEAN_10001484	22609	44059	39994	19327	121895
Millet_GLEAN_10001483	66	176	140	152	239
Millet_GLEAN_10001482	16	15	24	36	17
Millet_GLEAN_10001481	1167	3268	2349	1491	3733
Millet_GLEAN_10001480	604	956	967	816	2060
Millet_GLEAN_10001479	430	1190	997	513	1460
Millet_GLEAN_10001478	2175	5692	4391	3062	7308
Millet_GLEAN_10001477	0	0	12	1	14
Millet_GLEAN_10001476	0	0	0	0	0
Millet_GLEAN_10001475	0	0	0	0	0
Millet_GLEAN_10001474	2156	5463	5436	2870	8241
Millet_GLEAN_10001473	140	350	306	198	442
Millet_GLEAN_10001472	771	1014	418	412	120
