Geneid	H2O	Y173	Y299	Y550	Y594
Millet_GLEAN_10013487	26	30	46	35	68
Millet_GLEAN_10013488	1680	3644	2447	2718	3768
Millet_GLEAN_10013489	0	0	0	0	0
Millet_GLEAN_10013490	1380	2011	3149	2303	3364
Millet_GLEAN_10013491	660	1808	1283	854	1947
Millet_GLEAN_10013492	42	60	24	53	33
Millet_GLEAN_10013493	0	4	3	8	9
Millet_GLEAN_10013494	46	46	55	56	34
Millet_GLEAN_10013495	0	0	0	0	2
Millet_GLEAN_10013496	5754	10869	8370	6677	12859
Millet_GLEAN_10013497	805	1413	1409	746	1523
Millet_GLEAN_10013498	718	1819	1570	1113	2937
Millet_GLEAN_10013499	486	975	939	812	1152
Millet_GLEAN_10013500	54	191	133	155	185
Millet_GLEAN_10013501	0	2	10	12	2
Millet_GLEAN_10013502	65	243	267	129	412
Millet_GLEAN_10013503	727	1939	1043	1628	1362
Millet_GLEAN_10013504	561	1361	1221	847	1823
Millet_GLEAN_10013505	1388	2702	1944	1095	3332
Millet_GLEAN_10013506	2	3	0	0	15
Millet_GLEAN_10013507	0	0	0	0	0
Millet_GLEAN_10013508	0	0	0	0	0
Millet_GLEAN_10013509	2853	7968	7571	4267	9958
Millet_GLEAN_10013510	828	1417	1592	1146	2145
Millet_GLEAN_10013511	0	0	0	0	0
Millet_GLEAN_10013512	3575	8178	7159	4239	10458
Millet_GLEAN_10013513	48	50	118	35	37
Millet_GLEAN_10013514	67	299	287	74	63
Millet_GLEAN_10013515	109	948	278	129	103
Millet_GLEAN_10013516	764	1363	1515	1201	1577
Millet_GLEAN_10013517	117	250	257	133	211
Millet_GLEAN_10013518	2143	3668	2922	2410	4968
Millet_GLEAN_10013519	671	1585	1873	770	2495
Millet_GLEAN_10013520	28	88	97	24	150
Millet_GLEAN_10013521	4640	11031	4552	5719	6359
Millet_GLEAN_10013522	0	0	0	0	0
Millet_GLEAN_10013523	398	408	565	173	581
Millet_GLEAN_10013524	5697	13345	11274	7573	13190
Millet_GLEAN_10013525	350	820	822	466	1205
Millet_GLEAN_10013526	344	816	666	506	717
Millet_GLEAN_10013527	168	351	420	186	480
Millet_GLEAN_10013528	2522	5598	5711	3073	7681
Millet_GLEAN_10013529	12	16	26	40	42
Millet_GLEAN_10013530	0	0	0	0	0
Millet_GLEAN_10013531	7	38	22	22	11
Millet_GLEAN_10013532	211	363	680	581	868
Millet_GLEAN_10013533	0	2	1	0	0
Millet_GLEAN_10013534	3350	6897	9058	4944	13150
Millet_GLEAN_10013535	1712	4980	4719	2431	5900
Millet_GLEAN_10013536	4927	11614	11824	8099	13532
Millet_GLEAN_10013537	195	418	311	205	385
Millet_GLEAN_10013538	510	1206	1008	603	1246
Millet_GLEAN_10013539	131	410	410	211	533
Millet_GLEAN_10013540	0	0	2	0	0
Millet_GLEAN_10013541	84	218	136	103	178
Millet_GLEAN_10013542	2246	4873	5181	3118	6955
Millet_GLEAN_10013543	421	710	842	518	1214
Millet_GLEAN_10013544	950	1899	1400	869	2165
Millet_GLEAN_10013545	0	0	0	4	0
Millet_GLEAN_10013546	4621	9524	8920	6876	11680
Millet_GLEAN_10013547	922	1739	2562	917	2593
Millet_GLEAN_10013548	2508	4752	6119	2631	7249
Millet_GLEAN_10013549	971	2986	2834	1484	3924
Millet_GLEAN_10013550	1184	2258	2018	1783	3061
Millet_GLEAN_10013551	488	1234	1442	929	1960
Millet_GLEAN_10013552	687	2243	1764	958	2890
Millet_GLEAN_10013553	183	496	407	357	756
Millet_GLEAN_10013554	249	705	491	363	719
Millet_GLEAN_10013555	334	1198	1249	348	948
Millet_GLEAN_10013556	2822	7851	5500	3226	7161
Millet_GLEAN_10013557	89	138	115	81	304
Millet_GLEAN_10013558	1705	2726	2630	3471	4223
Millet_GLEAN_10013559	3736	8776	8066	3884	13706
Millet_GLEAN_10013560	96	315	288	101	387
Millet_GLEAN_10013561	2552	4677	4896	3316	5570
Millet_GLEAN_10013562	139	193	451	114	819
Millet_GLEAN_10013563	941	2302	1876	990	2586
Millet_GLEAN_10013564	749	1422	768	1240	781
Millet_GLEAN_10038154	1050	2619	2909	2240	4191
Millet_GLEAN_10038153	81	119	180	190	358
Millet_GLEAN_10038152	3482	13827	5180	3066	7035
Millet_GLEAN_10038151	22	42	22	18	65
Millet_GLEAN_10038150	163	409	302	190	661
Millet_GLEAN_10038149	47	113	180	86	116
Millet_GLEAN_10038148	1025	3440	2727	1559	3271
Millet_GLEAN_10038147	3583	8065	5259	2955	16503
Millet_GLEAN_10038146	14	100	24	46	73
Millet_GLEAN_10038145	681	1350	1046	720	2491
Millet_GLEAN_10038144	449	1542	1104	841	1578
Millet_GLEAN_10038143	1221	1750	1651	1240	1990
Millet_GLEAN_10038142	2226	6249	5208	2819	6208
Millet_GLEAN_10038141	292	299	625	515	647
Millet_GLEAN_10038140	2275	4489	5036	3603	5539
Millet_GLEAN_10038139	557	958	980	671	1226
Millet_GLEAN_10038138	854	2878	1971	959	2406
Millet_GLEAN_10038137	629	1627	1310	745	1660
Millet_GLEAN_10038136	333	1180	736	518	1028
Millet_GLEAN_10038135	2428	7081	5460	3117	7179
Millet_GLEAN_10038134	1004	2760	2487	1302	3085
Millet_GLEAN_10038133	2520	4960	4755	3169	6342
Millet_GLEAN_10038132	2592	5228	5023	3190	6739
Millet_GLEAN_10038131	0	1	0	0	0
Millet_GLEAN_10038130	0	0	0	0	0
Millet_GLEAN_10038129	2	0	3	0	0
Millet_GLEAN_10038128	98	229	208	154	383
Millet_GLEAN_10038127	42	49	56	47	116
Millet_GLEAN_10038126	32	53	31	18	2
Millet_GLEAN_10038125	222	223	385	96	530
Millet_GLEAN_10038124	372	860	491	74	224
Millet_GLEAN_10038123	726	1748	1660	850	2141
Millet_GLEAN_10038122	34	87	65	68	74
Millet_GLEAN_10038121	859	1536	2241	2016	2306
Millet_GLEAN_10038120	2657	6820	6154	4443	8034
Millet_GLEAN_10038119	1114	3588	2647	1541	3531
Millet_GLEAN_10038118	5801	13285	8977	9323	12336
Millet_GLEAN_10038117	2696	5660	5169	3944	6718
Millet_GLEAN_10038116	0	0	2	0	0
Millet_GLEAN_10038115	0	0	0	0	0
Millet_GLEAN_10038114	458	1110	1020	392	1619
Millet_GLEAN_10038113	510	1396	1036	643	2007
Millet_GLEAN_10038112	579	760	796	689	986
Millet_GLEAN_10038111	2297	6134	7014	2660	10250
Millet_GLEAN_10038110	46	160	99	78	136
Millet_GLEAN_10038109	2110	4610	3909	2678	8986
Millet_GLEAN_10038108	12092	34327	32711	17934	53794
Millet_GLEAN_10038107	0	1	0	0	4
Millet_GLEAN_10038106	158	351	370	161	367
Millet_GLEAN_10038105	6	0	0	0	2
Millet_GLEAN_10038104	4489	9309	9694	4684	11775
Millet_GLEAN_10038103	416	1204	1231	480	1638
Millet_GLEAN_10038102	178	320	311	251	552
Millet_GLEAN_10038101	2157	4606	3781	2698	4921
Millet_GLEAN_10038100	0	0	0	0	0
Millet_GLEAN_10038099	0	0	0	0	0
Millet_GLEAN_10038098	1521	2563	2823	1534	5208
Millet_GLEAN_10038097	0	0	0	2	0
Millet_GLEAN_10038096	1954	1827	1825	946	1426
Millet_GLEAN_10038095	341	860	979	596	1113
Millet_GLEAN_10038094	6	9	29	4	24
Millet_GLEAN_10038093	528	1147	1164	529	1462
Millet_GLEAN_10038092	0	2	2	0	0
Millet_GLEAN_10038091	0	0	0	0	0
Millet_GLEAN_10038090	2883	6852	6102	4041	10870
Millet_GLEAN_10038089	1724	2584	2549	1308	4254
Millet_GLEAN_10038088	4	7	0	0	2
Millet_GLEAN_10038087	0	2	0	0	0
Millet_GLEAN_10038086	0	6	2	0	9
Millet_GLEAN_10038085	270	685	457	378	952
Millet_GLEAN_10038084	835	1294	1022	796	2135
Millet_GLEAN_10038083	243	485	444	189	699
Millet_GLEAN_10038082	0	0	0	0	0
Millet_GLEAN_10038081	5663	14572	12445	6705	16092
Millet_GLEAN_10038080	620	1009	1042	799	1953
Millet_GLEAN_10038079	0	6	2	2	6
Millet_GLEAN_10038078	0	0	0	0	0
Millet_GLEAN_10038077	0	4	4	8	22
Millet_GLEAN_10038076	65	114	149	88	178
Millet_GLEAN_10038075	93	278	170	144	379
Millet_GLEAN_10038074	2394	5096	6262	2440	8685
Millet_GLEAN_10038073	0	0	0	0	0
Millet_GLEAN_10038072	39	93	71	111	131
Millet_GLEAN_10038071	760	2778	1776	1060	2166
Millet_GLEAN_10038070	0	0	2	0	6
Millet_GLEAN_10038069	752	2933	2907	1400	3598
Millet_GLEAN_10038068	5395	14196	12080	6597	15992
Millet_GLEAN_10038067	3458	11964	10619	4804	21063
Millet_GLEAN_10038066	1117	2215	2026	1192	3111
Millet_GLEAN_10038065	498	782	1416	1078	1347
Millet_GLEAN_10038064	144	292	231	279	511
Millet_GLEAN_10038063	5	663	22	12	78
Millet_GLEAN_10038062	1849	3408	3509	2273	4049
Millet_GLEAN_10038061	0	5	0	4	4
Millet_GLEAN_10038060	756	1634	1182	863	1540
Millet_GLEAN_10038059	4497	6204	11881	10448	11109
Millet_GLEAN_10038058	18	17	15	15	55
Millet_GLEAN_10038057	7649	12471	12679	7615	25944
Millet_GLEAN_10038056	478	901	921	754	1126
Millet_GLEAN_10038055	1123	3143	2767	1305	3350
Millet_GLEAN_10038054	63	138	96	106	168
Millet_GLEAN_10038053	0	0	0	0	0
Millet_GLEAN_10038052	4602	10358	8921	5196	12058
Millet_GLEAN_10038051	3161	7582	7011	3881	10166
Millet_GLEAN_10038050	188	466	403	294	493
Millet_GLEAN_10038049	1177	3356	2356	2071	2776
Millet_GLEAN_10038048	11413	22521	22574	15816	29457
Millet_GLEAN_10038047	0	0	0	0	0
Millet_GLEAN_10038046	686	2373	593	487	755
Millet_GLEAN_10038045	8	0	0	0	0
Millet_GLEAN_10038044	7652	13946	17254	6502	24911
Millet_GLEAN_10038043	504	1244	1233	716	1650
Millet_GLEAN_10038042	341	775	718	422	720
Millet_GLEAN_10038041	4177	11205	5318	7185	4571
Millet_GLEAN_10038040	222	478	401	220	621
Millet_GLEAN_10038039	1997	5221	5382	2091	7120
Millet_GLEAN_10038038	341	723	675	409	711
Millet_GLEAN_10038037	5048	12495	12262	6192	18939
Millet_GLEAN_10038036	322	749	970	450	1025
Millet_GLEAN_10038035	0	0	0	4	18
Millet_GLEAN_10038034	1120	2447	2187	1429	3166
Millet_GLEAN_10038033	34	103	96	30	116
Millet_GLEAN_10038032	2955	7644	6809	3411	9827
Millet_GLEAN_10038031	917	2018	2104	982	2509
Millet_GLEAN_10038030	4384	8307	5629	3790	10413
Millet_GLEAN_10038029	8556	20311	17571	9586	20163
Millet_GLEAN_10038028	1898	5128	4382	1928	6656
Millet_GLEAN_10038027	9586	17953	11783	7950	18216
Millet_GLEAN_10038026	10	2	7	10	29
Millet_GLEAN_10038025	0	0	0	0	0
Millet_GLEAN_10038024	0	0	0	0	0
Millet_GLEAN_10038023	0	0	3	2	0
Millet_GLEAN_10038022	37	140	98	104	125
Millet_GLEAN_10038021	56	133	92	105	270
Millet_GLEAN_10038020	0	0	0	0	0
Millet_GLEAN_10038019	0	0	0	0	0
Millet_GLEAN_10038018	2228	3218	3264	2301	3976
Millet_GLEAN_10038017	198	300	425	390	311
Millet_GLEAN_10038016	1936	3726	3793	2659	4585
Millet_GLEAN_10038015	85	252	220	169	281
Millet_GLEAN_10038014	1691	3474	3003	1913	3923
Millet_GLEAN_10038013	2074	5030	4343	2231	5758
Millet_GLEAN_10038012	563	1340	1423	826	2019
Millet_GLEAN_10038011	1898	5898	4388	2609	6599
Millet_GLEAN_10038010	273	401	447	438	594
Millet_GLEAN_10038009	0	4	0	0	0
Millet_GLEAN_10038008	863	2315	2184	1022	3069
Millet_GLEAN_10038007	17	57	39	37	43
Millet_GLEAN_10038006	0	25	8	8	9
Millet_GLEAN_10038005	0	0	0	0	0
Millet_GLEAN_10038004	382	1211	991	498	1452
Millet_GLEAN_10038003	6312	12916	11527	7831	12897
Millet_GLEAN_10038002	0	6	0	0	5
Millet_GLEAN_10038001	627	1081	1236	699	1577
Millet_GLEAN_10038000	3518	8548	8407	4445	11367
Millet_GLEAN_10037999	2705	6603	5126	3415	7710
Millet_GLEAN_10037998	354	1189	1026	574	1170
Millet_GLEAN_10037997	386	1041	819	500	1029
Millet_GLEAN_10037996	1320	3160	3016	1509	3712
Millet_GLEAN_10037995	7711	13204	6811	5525	6465
Millet_GLEAN_10037994	201	194	219	164	333
Millet_GLEAN_10037993	878	1317	1114	809	1851
Millet_GLEAN_10037992	172	232	438	364	414
Millet_GLEAN_10037991	2063	5452	4424	2435	6370
Millet_GLEAN_10037990	53	203	190	70	301
Millet_GLEAN_10037989	1296	2753	1979	1218	2282
Millet_GLEAN_10037988	2830	7316	5932	3372	13950
Millet_GLEAN_10037987	2073	6031	4746	2289	6511
Millet_GLEAN_10037986	2200	5582	3374	1557	3479
Millet_GLEAN_10037985	1606	4327	4016	1959	5462
Millet_GLEAN_10037984	97	182	104	36	187
Millet_GLEAN_10037983	9280	22120	25737	10379	33695
Millet_GLEAN_10037981	901	1885	1755	1007	2292
Millet_GLEAN_10037982	6	39	19	28	45
Millet_GLEAN_10037980	2990	6735	6481	4243	9642
Millet_GLEAN_10037979	805	1792	1910	1089	2393
Millet_GLEAN_10037978	598	1606	1149	771	1497
Millet_GLEAN_10037977	975	2859	2539	1120	3808
Millet_GLEAN_10037976	1391	3624	3470	2251	5437
Millet_GLEAN_10037975	14	0	6	2	28
Millet_GLEAN_10037974	20	0	10	0	0
Millet_GLEAN_10037973	2885	6702	6030	2669	14441
Millet_GLEAN_10037972	601	1335	925	722	1572
Millet_GLEAN_10037971	1024	2555	2138	1543	3056
Millet_GLEAN_10037970	514	1325	1271	641	1391
Millet_GLEAN_10037969	866	2114	1903	1161	3178
Millet_GLEAN_10037968	31	203	107	69	199
Millet_GLEAN_10037967	4023	11636	11249	5309	14993
Millet_GLEAN_10037966	2334	5980	5049	2663	5935
Millet_GLEAN_10037965	2838	7925	7628	3095	10932
Millet_GLEAN_10037964	5051	13007	13234	7281	18964
Millet_GLEAN_10037963	1614	4964	2818	2122	3868
Millet_GLEAN_10037962	847	3495	2002	972	2127
Millet_GLEAN_10037961	1153	2623	2511	1311	3850
Millet_GLEAN_10037960	0	0	0	0	0
Millet_GLEAN_10037959	0	0	0	0	0
Millet_GLEAN_10037958	277	500	422	279	718
Millet_GLEAN_10037957	915	1664	1446	971	1633
Millet_GLEAN_10037956	15512	36348	31309	17189	39252
Millet_GLEAN_10037955	0	0	0	0	0
Millet_GLEAN_10037954	1246	1685	1658	965	2252
Millet_GLEAN_10037953	54	112	69	94	145
Millet_GLEAN_10037952	2	23	7	18	30
Millet_GLEAN_10037951	617	1882	1640	825	3265
Millet_GLEAN_10037950	2750	6701	6105	3379	8240
Millet_GLEAN_10037949	48	46	60	62	137
Millet_GLEAN_10037948	1423	4319	4422	1609	6033
Millet_GLEAN_10037947	277	543	416	318	772
Millet_GLEAN_10037946	134	344	326	169	458
Millet_GLEAN_10037945	4	23	11	8	19
Millet_GLEAN_10037944	0	0	0	0	0
Millet_GLEAN_10037943	0	0	0	0	0
Millet_GLEAN_10037942	840	2176	1855	1082	2757
Millet_GLEAN_10037941	401	1160	812	407	1106
Millet_GLEAN_10037940	1196	3187	3048	1693	3469
Millet_GLEAN_10037939	0	0	0	0	0
Millet_GLEAN_10037938	371	1168	691	452	1196
Millet_GLEAN_10037937	15	81	45	22	39
Millet_GLEAN_10037936	365	1101	812	495	1048
Millet_GLEAN_10037935	0	0	9	4	16
Millet_GLEAN_10037934	0	0	0	9	0
Millet_GLEAN_10037933	588	865	954	682	1481
Millet_GLEAN_10037932	3083	5814	4944	3709	6688
Millet_GLEAN_10037931	0	0	0	2	0
Millet_GLEAN_10037930	2593	6573	6054	3121	7710
Millet_GLEAN_10037929	2136	4325	4194	2531	5330
Millet_GLEAN_10037928	23	35	41	22	95
Millet_GLEAN_10037927	0	0	0	0	0
Millet_GLEAN_10037926	10	46	18	18	22
Millet_GLEAN_10037925	746	1850	1340	771	1534
Millet_GLEAN_10037924	0	13	4	3	2
Millet_GLEAN_10037923	12	15	16	6	21
Millet_GLEAN_10037922	251	520	562	424	733
Millet_GLEAN_10037921	796	1323	1338	642	1452
Millet_GLEAN_10037920	561	1339	1304	547	1744
Millet_GLEAN_10037919	8	0	4	10	0
Millet_GLEAN_10037918	142	360	380	216	406
Millet_GLEAN_10037917	0	0	0	0	4
Millet_GLEAN_10037916	0	6	8	6	0
Millet_GLEAN_10037915	217	317	390	216	420
Millet_GLEAN_10037914	413	837	1042	757	1226
Millet_GLEAN_10037913	331	703	677	455	979
Millet_GLEAN_10037912	0	0	0	0	0
Millet_GLEAN_10037911	147	244	179	462	314
Millet_GLEAN_10037910	29	112	103	103	136
Millet_GLEAN_10037909	0	8	6	2	7
Millet_GLEAN_10037908	482	983	1249	922	2018
Millet_GLEAN_10037907	9402	21606	16427	9943	21005
Millet_GLEAN_10037906	1411	3332	4244	1534	5967
Millet_GLEAN_10037905	4015	8380	7215	4259	15687
Millet_GLEAN_10037904	4571	9039	7121	5157	9716
Millet_GLEAN_10037903	8680	15923	10229	7426	10901
Millet_GLEAN_10037902	4914	13001	11887	6611	15438
Millet_GLEAN_10037901	0	0	0	0	0
Millet_GLEAN_10037900	284	536	470	277	576
Millet_GLEAN_10037899	66	255	200	72	261
Millet_GLEAN_10037898	30	120	122	38	360
Millet_GLEAN_10037897	425	928	823	717	1075
Millet_GLEAN_10037896	257	551	558	387	794
Millet_GLEAN_10037895	313	357	378	373	839
Millet_GLEAN_10037893	1539	2476	2254	1687	2973
Millet_GLEAN_10037894	1025	1796	2033	1376	2484
Millet_GLEAN_10037892	282	484	509	383	462
Millet_GLEAN_10037891	507	1539	1649	786	2163
Millet_GLEAN_10037890	16	33	75	67	79
Millet_GLEAN_10037889	1206	2741	2498	1418	3608
Millet_GLEAN_10037888	151	219	224	169	318
Millet_GLEAN_10037887	350	750	428	456	579
Millet_GLEAN_10037886	530	863	751	642	885
Millet_GLEAN_10037885	4	2	2	8	4
Millet_GLEAN_10037884	8672	20118	18945	9554	25441
Millet_GLEAN_10037883	3009	7694	7222	3267	19357
Millet_GLEAN_10037882	313	462	391	276	844
Millet_GLEAN_10037881	1508	3924	4029	2714	5444
Millet_GLEAN_10037880	2257	4792	6209	2077	6268
Millet_GLEAN_10037879	1898	3444	2968	2336	3895
Millet_GLEAN_10037878	0	0	0	0	0
Millet_GLEAN_10037877	187	339	287	197	644
Millet_GLEAN_10037876	6389	15054	11570	9380	14914
Millet_GLEAN_10037875	531	1084	980	691	1318
Millet_GLEAN_10037874	882	1783	1659	793	2522
Millet_GLEAN_10037873	665	1072	1099	907	1206
Millet_GLEAN_10037872	12	2	6	0	0
Millet_GLEAN_10037871	32	11	12	23	17
Millet_GLEAN_10037870	10	21	38	5	15
Millet_GLEAN_10037869	10	47	30	2	78
Millet_GLEAN_10037868	1418	3170	2989	1459	4798
Millet_GLEAN_10037867	416	781	744	391	955
Millet_GLEAN_10037866	2	8	0	0	4
Millet_GLEAN_10037865	1508	2618	2767	1765	4085
Millet_GLEAN_10037864	742	930	1023	817	1390
Millet_GLEAN_10037863	86	58	62	60	93
Millet_GLEAN_10037862	3689	8634	8531	5829	12988
Millet_GLEAN_10037861	1490	3866	3916	1829	4623
Millet_GLEAN_10037860	3613	8089	5948	5030	10521
Millet_GLEAN_10037859	67	200	169	159	269
Millet_GLEAN_10037858	2	14	4	0	0
Millet_GLEAN_10037857	2457	3847	3082	2419	6459
Millet_GLEAN_10037856	0	2	4	3	8
Millet_GLEAN_10037855	0	1	0	0	20
Millet_GLEAN_10037854	1479	1099	1562	1985	1953
Millet_GLEAN_10037853	1935	2542	3426	3246	4362
Millet_GLEAN_10037852	124	325	368	219	445
Millet_GLEAN_10037851	28	42	45	63	75
Millet_GLEAN_10037850	996	1086	1267	885	1858
Millet_GLEAN_10037849	540	1237	954	722	1360
Millet_GLEAN_10037848	0	0	0	0	0
Millet_GLEAN_10037847	236	804	567	518	853
Millet_GLEAN_10037846	4237	8853	5648	4094	9509
Millet_GLEAN_10037845	0	0	0	0	0
Millet_GLEAN_10037844	944	1374	1222	925	2959
Millet_GLEAN_10037843	229	587	601	304	646
Millet_GLEAN_10037842	179	583	414	293	711
Millet_GLEAN_10037841	5184	13271	9515	5007	13788
Millet_GLEAN_10037840	3278	8597	8432	4366	11189
Millet_GLEAN_10037839	1795	3663	3405	1608	4560
Millet_GLEAN_10037838	298	432	591	422	750
Millet_GLEAN_10037837	80	440	217	168	367
Millet_GLEAN_10037836	580	1549	1496	691	1918
Millet_GLEAN_10037835	4274	5809	4306	6088	5570
Millet_GLEAN_10037834	71	180	179	112	263
Millet_GLEAN_10037833	2	21	15	14	15
Millet_GLEAN_10037832	1392	3181	1729	1680	2552
Millet_GLEAN_10037831	1759	5036	4421	2547	5778
Millet_GLEAN_10037830	4451	9664	9227	6413	10757
Millet_GLEAN_10037829	754	1713	1908	892	2864
Millet_GLEAN_10037828	477	974	1049	789	1218
Millet_GLEAN_10037827	265	664	653	395	803
Millet_GLEAN_10037826	181	384	119	250	20
Millet_GLEAN_10037825	0	0	0	0	0
Millet_GLEAN_10037824	2598	6822	5363	3142	7750
Millet_GLEAN_10037823	282	497	539	344	778
Millet_GLEAN_10037822	2177	5962	5179	2433	7522
Millet_GLEAN_10037821	1148	1817	2093	1344	3226
Millet_GLEAN_10037820	5999	14595	12339	7928	17022
Millet_GLEAN_10037819	1920	4514	3596	2309	5331
Millet_GLEAN_10037818	277	919	804	501	1213
Millet_GLEAN_10037817	2150	4590	3595	3090	4949
Millet_GLEAN_10037816	138	666	537	174	528
Millet_GLEAN_10037815	5928	13240	14276	7553	22339
Millet_GLEAN_10037814	1970	4943	4097	2615	6217
Millet_GLEAN_10037813	372	757	930	652	1158
Millet_GLEAN_10037812	190	633	415	268	596
Millet_GLEAN_10037811	138	252	311	129	346
Millet_GLEAN_10037810	2347	4151	3514	3041	5865
Millet_GLEAN_10037809	103	199	166	135	109
Millet_GLEAN_10037808	1635	4129	3958	2139	4705
Millet_GLEAN_10037807	198	707	535	550	764
Millet_GLEAN_10037806	1294	2859	3572	1529	3048
Millet_GLEAN_10037805	6220	14711	15316	7949	19556
Millet_GLEAN_10037804	195	483	568	297	535
Millet_GLEAN_10037803	10	43	0	4	0
Millet_GLEAN_10037802	0	0	0	0	0
Millet_GLEAN_10037801	0	0	0	0	0
Millet_GLEAN_10037800	0	0	0	0	0
Millet_GLEAN_10037799	138	377	195	76	118
Millet_GLEAN_10037798	0	0	0	0	0
Millet_GLEAN_10037797	835	2289	1940	1206	3134
Millet_GLEAN_10037796	35	75	94	36	152
Millet_GLEAN_10037795	18	54	35	20	52
Millet_GLEAN_10037794	504	1004	1084	495	1450
Millet_GLEAN_10037793	836	1926	1786	955	2375
Millet_GLEAN_10037792	266	636	663	345	1076
Millet_GLEAN_10037791	46	121	189	79	152
Millet_GLEAN_10037790	821	1864	2177	1071	3313
Millet_GLEAN_10037789	26	38	0	18	12
Millet_GLEAN_10037788	1948	3366	3224	2072	3496
Millet_GLEAN_10037787	329	642	868	441	953
Millet_GLEAN_10037786	0	0	0	0	0
Millet_GLEAN_10037785	0	12	0	0	0
Millet_GLEAN_10037784	4031	8570	8929	6548	10901
Millet_GLEAN_10037783	2875	8277	9948	4136	15433
Millet_GLEAN_10037782	48	178	191	58	474
Millet_GLEAN_10037781	5546	13382	10605	5597	14305
Millet_GLEAN_10037780	131	368	363	174	473
Millet_GLEAN_10037779	0	0	0	0	4
Millet_GLEAN_10037778	297	347	291	203	388
Millet_GLEAN_10037777	2	0	0	0	0
Millet_GLEAN_10037776	0	0	0	0	0
Millet_GLEAN_10037775	0	0	0	0	0
Millet_GLEAN_10037774	2212	6312	5740	2948	6897
Millet_GLEAN_10037773	194	386	336	205	517
Millet_GLEAN_10037772	309	491	580	353	762
Millet_GLEAN_10037771	1300	1697	1352	1091	950
Millet_GLEAN_10037770	3540	6818	5558	4824	7373
Millet_GLEAN_10037769	134	335	305	203	405
Millet_GLEAN_10005046	255	866	833	249	1833
Millet_GLEAN_10005045	1299	2397	2272	1383	3267
Millet_GLEAN_10005044	1835	2950	2709	2525	4719
Millet_GLEAN_10005043	20	27	18	2	13
Millet_GLEAN_10005042	188	548	455	171	749
Millet_GLEAN_10005041	0	0	0	0	0
Millet_GLEAN_10005040	418	1267	1165	679	1566
Millet_GLEAN_10005039	0	0	0	0	0
Millet_GLEAN_10005038	639	419	401	183	420
Millet_GLEAN_10005037	311	985	852	476	1176
Millet_GLEAN_10005036	903	1813	1240	1144	1587
Millet_GLEAN_10005035	0	0	0	3	0
Millet_GLEAN_10005034	1056	7023	1695	1022	645
Millet_GLEAN_10005033	2417	5854	5040	2813	6956
Millet_GLEAN_10005032	305	785	778	345	1225
Millet_GLEAN_10005031	2	23	29	30	18
Millet_GLEAN_10005030	1445	3375	3214	1595	4682
Millet_GLEAN_10005029	770	3048	1464	1237	1847
Millet_GLEAN_10005028	0	0	0	0	0
Millet_GLEAN_10005027	791	1704	1528	765	2528
Millet_GLEAN_10005026	856	1792	1825	962	2450
Millet_GLEAN_10005025	367	752	886	548	1907
Millet_GLEAN_10016603	320	548	629	332	1073
Millet_GLEAN_10016602	1943	4526	4538	2144	5327
Millet_GLEAN_10016601	0	0	0	0	0
Millet_GLEAN_10016600	142	585	126	76	203
Millet_GLEAN_10016599	8	12	0	1	15
Millet_GLEAN_10016598	0	0	0	6	0
Millet_GLEAN_10016597	0	0	0	0	0
Millet_GLEAN_10016596	1262	3111	2931	1423	3942
Millet_GLEAN_10016595	510	1410	1270	1105	1706
Millet_GLEAN_10016594	3083	1276	449	373	714
Millet_GLEAN_10016593	13400	19351	7316	11222	8384
Millet_GLEAN_10016592	668	1420	1086	1002	1485
Millet_GLEAN_10016591	1445	3317	3143	1901	3897
Millet_GLEAN_10016590	1236	2599	2607	1656	3230
Millet_GLEAN_10016589	2191	5823	5408	2832	6559
Millet_GLEAN_10016588	1389	3365	2937	1960	3897
Millet_GLEAN_10016587	1166	2570	3160	1192	4386
Millet_GLEAN_10016586	0	8	0	0	0
Millet_GLEAN_10016585	65	112	76	76	148
Millet_GLEAN_10016584	86	155	191	102	307
Millet_GLEAN_10016583	11	29	23	11	31
Millet_GLEAN_10016582	171	419	368	320	658
Millet_GLEAN_10016581	291	881	846	560	1081
Millet_GLEAN_10016580	1084	3138	2936	1617	4070
Millet_GLEAN_10016579	3641	6764	6039	4794	9603
Millet_GLEAN_10016578	10	66	32	22	42
Millet_GLEAN_10016577	0	0	0	0	0
Millet_GLEAN_10016576	4311	11652	10536	5325	14227
Millet_GLEAN_10016575	35	99	79	19	125
Millet_GLEAN_10016574	511	1722	1484	818	1836
Millet_GLEAN_10016573	3438	10584	9579	4424	11542
Millet_GLEAN_10016572	4	4	0	4	0
Millet_GLEAN_10016571	693	2081	2015	975	3258
Millet_GLEAN_10016570	2	8	2	2	1
Millet_GLEAN_10016569	14	33	34	46	15
Millet_GLEAN_10016568	1940	3891	3842	3158	6452
Millet_GLEAN_10016567	8	16	18	30	71
Millet_GLEAN_10016566	313	807	681	463	1073
Millet_GLEAN_10016565	497	988	1044	495	1412
Millet_GLEAN_10016564	1924	5237	3873	1714	6293
Millet_GLEAN_10016563	0	0	0	0	0
Millet_GLEAN_10016562	4	8	21	6	19
Millet_GLEAN_10016561	4	0	12	0	8
Millet_GLEAN_10016560	66	155	129	117	159
Millet_GLEAN_10016559	2267	5555	4676	2393	6851
Millet_GLEAN_10016558	4150	7525	9025	3849	14492
Millet_GLEAN_10016557	702	856	1592	1510	1849
Millet_GLEAN_10016556	491	1495	1340	771	1567
